[2017-01-26 11:58:27,898] [INFO] {'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//12312', 'description': '2017-01-26 11:58:27\nID 12312', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/12312/'}]}, 'agentid': 1, 'toparty': 9}
[2017-01-28 18:11:56,765] [INFO] {'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 18:11:56\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545803', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545803', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545803/', 'title': '您有新的报警'}]}, 'msgtype': 'news', 'toparty': 4}
[2017-01-28 18:11:57,664] [INFO] {'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 18:11:57\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545802', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545802/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545802'}]}, 'toparty': 2}
[2017-01-28 18:11:58,565] [INFO] {'agentid': 1, 'toparty': 4, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545802', 'title': '您有新的报警', 'description': '2017-01-28 18:11:58\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545802', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545802/'}]}, 'msgtype': 'news'}
[2017-01-28 18:12:59,499] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 18:12:59\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545801', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545801/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545801'}]}, 'msgtype': 'news', 'toparty': 2, 'agentid': 1}
[2017-01-28 18:13:00,387] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545801', 'title': '您有新的报警', 'description': '2017-01-28 18:13:00\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545801', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545801/'}]}, 'toparty': 4, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 18:13:01,285] [INFO] {'msgtype': 'news', 'toparty': 2, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'description': '2017-01-28 18:13:00\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545812', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812'}]}, 'agentid': 1}
[2017-01-28 18:13:02,243] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 3, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'description': '2017-01-28 18:13:01\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545812', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'title': '您有新的报警'}]}}
[2017-01-28 18:13:03,198] [INFO] {'toparty': 3, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 18:13:02\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545812', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812'}]}}
[2017-01-28 18:13:40,668] [INFO] {'toparty': 2, 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 18:13:36\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545813', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545813', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545813/'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 18:13:41,588] [INFO] {'toparty': 4, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545813/', 'description': '2017-01-28 18:13:41\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545813', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545813'}]}, 'agentid': 1}
[2017-01-28 18:14:12,553] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545807/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545807', 'title': '您有新的报警', 'description': '2017-01-28 18:14:12\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545807'}]}, 'toparty': 2, 'agentid': 1, 'msgtype': 'news'}
[2017-01-28 18:14:13,464] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545807/', 'title': '您有新的报警', 'description': '2017-01-28 18:14:13\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545807', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545807'}]}, 'msgtype': 'news', 'toparty': 4, 'agentid': 1}
[2017-01-28 18:14:14,358] [INFO] {'toparty': 3, 'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 18:14:14\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811'}]}, 'msgtype': 'news'}
[2017-01-28 18:14:15,293] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'description': '2017-01-28 18:14:14\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811'}]}, 'toparty': 3, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 18:14:16,229] [INFO] {'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545808', 'title': '您有新的报警', 'description': '2017-01-28 18:14:15\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545808', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545808/'}]}, 'agentid': 1, 'toparty': 2}
[2017-01-28 18:14:17,165] [INFO] {'msgtype': 'news', 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545808/', 'description': '2017-01-28 18:14:16\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545808', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545808', 'title': '您有新的报警'}]}, 'toparty': 4, 'agentid': 1}
[2017-01-28 18:14:48,086] [INFO] {'toparty': 2, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 18:14:47\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545811', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'title': '您有新的报警'}]}}
[2017-01-28 18:14:48,964] [INFO] {'news': {'articles': [{'description': '2017-01-28 18:14:48\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545811', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'title': '您有新的报警'}]}, 'agentid': 1, 'toparty': 3, 'msgtype': 'news'}
[2017-01-28 18:14:49,907] [INFO] {'toparty': 3, 'news': {'articles': [{'description': '2017-01-28 18:14:49\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545811', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811'}]}, 'agentid': 1, 'msgtype': 'news'}
[2017-01-28 18:15:20,848] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 2, 'news': {'articles': [{'description': '2017-01-28 18:15:20\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545805', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545805', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545805/'}]}}
[2017-01-28 18:15:21,721] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 4, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545805/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545805', 'description': '2017-01-28 18:15:21\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545805', 'title': '您有新的报警'}]}}
[2017-01-28 18:16:52,972] [INFO] {'toparty': 2, 'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 18:16:52\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545806', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545806', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545806/'}]}, 'msgtype': 'news'}
[2017-01-28 18:16:53,847] [INFO] {'toparty': 4, 'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545806', 'description': '2017-01-28 18:16:53\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545806', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545806/'}]}, 'agentid': 1}
[2017-01-28 18:16:54,748] [INFO] {'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545833/', 'title': '您有新的报警', 'description': '2017-01-28 18:16:54\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545833', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545833'}]}, 'msgtype': 'news', 'toparty': 2}
[2017-01-28 18:16:55,668] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 6, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545833', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545833/', 'title': '您有新的报警', 'description': '2017-01-28 18:16:55\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545833'}]}}
[2017-01-28 18:17:56,610] [INFO] {'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545833', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545833/', 'description': '2017-01-28 18:17:56\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545833'}]}, 'msgtype': 'news', 'toparty': 2}
[2017-01-28 18:17:57,528] [INFO] {'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 18:17:57\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545833', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545833', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545833/'}]}, 'agentid': 1, 'toparty': 6}
[2017-01-30 18:13:58,146] [INFO] {'agentid': 1, 'toparty': 2, 'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-30 18:13:57\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545867', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545867/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545867'}]}}
[2017-01-30 18:13:59,252] [INFO] {'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545867', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545867/', 'title': '您有新的报警', 'description': '2017-01-30 18:13:58\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545867'}]}, 'agentid': 1, 'toparty': 6}
[2017-01-30 18:15:00,131] [INFO] {'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545867', 'description': '2017-01-30 18:14:59\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545867', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545867/'}]}, 'msgtype': 'news', 'toparty': 2}
[2017-01-30 18:15:01,043] [INFO] {'news': {'articles': [{'description': '2017-01-30 18:15:00\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545867', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545867', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545867/'}]}, 'agentid': 1, 'msgtype': 'news', 'toparty': 6}
[2017-02-03 01:32:16,243] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 2, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545881', 'title': '您有新的报警', 'description': '2017-02-03 01:32:15\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545881', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545881/'}]}}
[2017-02-03 01:32:17,191] [INFO] {'agentid': 1, 'toparty': 6, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545881/', 'description': '2017-02-03 01:32:16\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545881', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545881'}]}, 'msgtype': 'news'}
[2017-02-03 01:32:48,155] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 2, 'news': {'articles': [{'description': '2017-02-03 01:32:47\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545881', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545881/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545881', 'title': '您有新的报警'}]}}
[2017-02-03 01:32:49,089] [INFO] {'msgtype': 'news', 'news': {'articles': [{'description': '2017-02-03 01:32:48\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545881', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545881/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545881', 'title': '您有新的报警'}]}, 'toparty': 6, 'agentid': 1}
[2017-02-03 01:41:50,767] [INFO] {'toparty': 2, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545883/', 'description': '2017-02-03 01:41:50\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545883', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545883'}]}}
[2017-02-03 01:41:51,773] [INFO] {'news': {'articles': [{'description': '2017-02-03 01:41:51\n报警信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  PROBLEM\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： touch file in 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 failed\r\n事件ID       :  545883', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545883/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545883', 'title': '您有新的报警'}]}, 'agentid': 1, 'toparty': 6, 'msgtype': 'news'}
[2017-02-03 01:42:52,972] [INFO] {'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545883', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545883/', 'description': '2017-02-03 01:42:52\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545883', 'title': '您有新的报警'}]}, 'toparty': 2}
[2017-02-03 01:42:54,147] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545883', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545883/', 'description': '2017-02-03 01:42:53\n恢复信息如下:\r\n\r\n触发器       :  11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 nfs挂载失败\r\n触发器状态:  OK\r\n触发器级别:  High\r\n服务器      ： 123.59.101.70 Web\r\n检测项目   ： mount_nfs_check 11.1.1.66_/home/admin/web/nginx/logs/11.1.1.66 \r\n检测结果   ： 11.1.1.66:/home/admin/web/nginx/logs/11.1.1.66 mount ok\r\n事件ID       :  545883'}]}, 'toparty': 6, 'msgtype': 'news', 'agentid': 1}
[2017-02-03 09:26:29,372] [INFO] {'msgtype': 'news', 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545885/', 'title': '您有新的报警', 'description': '2017-02-03 09:26:28\n报警信息如下:\r\n\r\n触发器       :  Disk I/O is overloaded on 123.59.101.109 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Warning\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： CPU iowait time \r\n检测结果   ： 37.5 %\r\n事件ID       :  545885', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545885'}]}, 'toparty': 2, 'agentid': 1}
